Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2017,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,16,5,<4,4,4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2016,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,21,9,7,4,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2015,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,4,<4,<4,0,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2014,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,12,6,<4,<4,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2013,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,10,4,<4,0,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2012,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,15,4,5,4,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2011,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,12,0,4,6,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2010,Monsignor Mc Clancy Memorial,332542,East Elmhurst,Queens,11370,5,0,<4,<4,<4,"East Elmhurst 113701726, NY
(40.75928061900004, -73.88607092899997)"
Fall 2015,Lexington School For The Deaf,333745,Jackson Heights,Queens,11370,<4,0,0,0,<4,"11370 East
Elmhurst, NY
(40.7593609999999, -73.891846)"
Fall 2014,Lexington School For The Deaf,333745,Jackson Heights,Queens,11370,<4,0,0,0,<4,"11370 East
Elmhurst, NY
(40.7593609999999, -73.891846)"
Fall 2017,Garden School,332540,Jackson Heights,Queens,11372,<4,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2016,Garden School,332540,Jackson Heights,Queens,11372,<4,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2014,Garden School,332540,Jackson Heights,Queens,11372,5,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2013,Garden School,332540,Jackson Heights,Queens,11372,5,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2012,Garden School,332540,Jackson Heights,Queens,11372,<4,<4,0,0,<4,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2011,Garden School,332540,Jackson Heights,Queens,11372,<4,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2010,Garden School,332540,Jackson Heights,Queens,11372,5,<4,<4,<4,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2017,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,10,<4,6,<4,<4,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2016,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,6,<4,4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2015,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,6,<4,<4,<4,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2014,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,9,5,<4,0,<4,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2013,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,9,<4,<4,<4,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2012,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,4,<4,<4,0,0,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2011,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,7,<4,<4,<4,<4,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2010,The Renaissance Charter School,332891,Jackson Heights,Queens,11372,<4,0,0,0,<4,"Jackson Heights, NY 11372
(40.75182588200005, -73.88177952799998)"
Fall 2017,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,<4,0,0,<4,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2016,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,<4,0,0,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2015,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,5,<4,<4,<4,0,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2014,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,4,0,<4,<4,0,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2013,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,0,<4,0,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2012,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,<4,0,<4,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2011,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2010,Cathedral Preparatory School A,331813,Elmhurst,Queens,11373,<4,0,0,<4,0,"Elmhurst 113734985, NY
(40.73801005800004, -73.87066072599998)"
Fall 2017,Newtown High School,331815,Elmhurst,Queens,11373,21,4,<4,<4,13,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2016,Newtown High School,331815,Elmhurst,Queens,11373,10,0,4,0,6,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2015,Newtown High School,331815,Elmhurst,Queens,11373,13,5,<4,<4,6,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2014,Newtown High School,331815,Elmhurst,Queens,11373,29,12,<4,<4,13,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2013,Newtown High School,331815,Elmhurst,Queens,11373,27,9,5,0,13,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2012,Newtown High School,331815,Elmhurst,Queens,11373,19,<4,<4,<4,12,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2011,Newtown High School,331815,Elmhurst,Queens,11373,19,5,<4,0,11,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2010,Newtown High School,331815,Elmhurst,Queens,11373,21,6,4,<4,10,"Elmhurst 113734099, NY
(40.74131117700006, -73.87474106899998)"
Fall 2017,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,<4,0,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2016,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,5,0,<4,0,4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2015,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,4,0,0,0,4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2014,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2013,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2012,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2010,Voyages Preparatory High Sch,331817,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2017,Civic Leadership Academy,331819,Elmhurst,Queens,11373,11,<4,7,0,<4,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2016,Civic Leadership Academy,331819,Elmhurst,Queens,11373,4,<4,<4,<4,0,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2015,Civic Leadership Academy,331819,Elmhurst,Queens,11373,10,<4,9,0,0,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2014,Civic Leadership Academy,331819,Elmhurst,Queens,11373,7,0,6,<4,0,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2013,Civic Leadership Academy,331819,Elmhurst,Queens,11373,9,0,5,4,0,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2012,Civic Leadership Academy,331819,Elmhurst,Queens,11373,10,0,7,<4,0,"Elmhurst 113732824, NY
(40.73729058300006, -73.86846122499998)"
Fall 2017,Maspeth High School,331953,Elmhurst,Queens,11373,31,18,9,<4,<4,"Elmhurst, NY 11373
(40.7388059999999, -73.8783839999999)"
Fall 2016,Maspeth High School,331953,Elmhurst,Queens,11373,13,8,<4,0,<4,"Elmhurst, NY 11373
(40.7388059999999, -73.8783839999999)"
Fall 2015,Maspeth High School,331953,Elmhurst,Queens,11373,19,9,7,<4,<4,"Elmhurst, NY 11373
(40.7388059999999, -73.8783839999999)"
Fall 2016,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,<4,0,<4,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2015,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,0,0,<4,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2014,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,0,<4,0,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2013,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,<4,0,0,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2012,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,<4,0,0,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2011,Pan American International H S,332909,Elmhurst,Queens,11373,<4,0,<4,<4,0,"Elmhurst, NY 11373
(40.740928609000036, -73.87906824499998)"
Fall 2012,Yeshivat Binat Chaim,331946,Forest Hill,Queens,11375,<4,0,0,0,<4,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2017,Forest Hills High School,331935,Forest Hills,Queens,11375,96,47,25,7,17,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2016,Forest Hills High School,331935,Forest Hills,Queens,11375,100,48,28,4,20,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2015,Forest Hills High School,331935,Forest Hills,Queens,11375,82,35,22,6,19,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2014,Forest Hills High School,331935,Forest Hills,Queens,11375,96,58,17,5,16,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2013,Forest Hills High School,331935,Forest Hills,Queens,11375,99,45,18,5,31,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2012,Forest Hills High School,331935,Forest Hills,Queens,11375,85,36,22,<4,24,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2011,Forest Hills High School,331935,Forest Hills,Queens,11375,74,34,14,<4,23,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2010,Forest Hills High School,331935,Forest Hills,Queens,11375,59,33,6,<4,17,"Forest Hills, NY 11375
(40.719107991000044, -73.84447765599998)"
Fall 2017,Kew Forest School,331940,Forest Hills,Queens,11375,<4,0,<4,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2016,Kew Forest School,331940,Forest Hills,Queens,11375,<4,0,<4,0,<4,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2015,Kew Forest School,331940,Forest Hills,Queens,11375,<4,0,<4,0,<4,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2014,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,<4,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2013,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,<4,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2012,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,0,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2011,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,<4,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2010,Kew Forest School,331940,Forest Hills,Queens,11375,<4,<4,0,0,0,"Forest Hills 113756199, NY
(40.71500055800004, -73.83363018299997)"
Fall 2017,Queens Metropolitan High Schl,331952,Forest Hills,Queens,11375,15,6,4,0,5,"Forest Hills 113756671, NY
(40.70926094200007, -73.84309040399995)"
Fall 2016,Queens Metropolitan High Schl,331952,Forest Hills,Queens,11375,26,8,9,5,4,"Forest Hills 113756671, NY
(40.70926094200007, -73.84309040399995)"
Fall 2015,Queens Metropolitan High Schl,331952,Forest Hills,Queens,11375,16,5,8,<4,<4,"Forest Hills 113756671, NY
(40.70926094200007, -73.84309040399995)"
Fall 2014,Queens Metropolitan High Schl,331952,Forest Hills,Queens,11375,15,<4,8,<4,<4,"Forest Hills 113756671, NY
(40.70926094200007, -73.84309040399995)"
Fall 2017,Metropolitan Expeditionary Lrn,331954,Forest Hills,Queens,11375,18,7,9,<4,0,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2016,Metropolitan Expeditionary Lrn,331954,Forest Hills,Queens,11375,14,7,6,0,<4,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2015,Metropolitan Expeditionary Lrn,331954,Forest Hills,Queens,11375,<4,<4,0,0,0,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2017,Ezra Academy,334726,Forest Hills,Queens,11375,<4,<4,0,0,0,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2012,Ezra Academy,334726,Forest Hills,Queens,11375,<4,0,0,0,<4,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2010,Ezra Academy,334726,Forest Hills,Queens,11375,<4,0,0,0,<4,"11375 Forest
Hills, NY
(40.7206669999999, -73.846327)"
Fall 2017,Greater New York Academy,336025,Woodside,Queens,11377,<4,<4,<4,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2016,Greater New York Academy,336025,Woodside,Queens,11377,9,0,<4,0,8,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2015,Greater New York Academy,336025,Woodside,Queens,11377,<4,0,0,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2014,Greater New York Academy,336025,Woodside,Queens,11377,4,0,<4,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2013,Greater New York Academy,336025,Woodside,Queens,11377,5,<4,<4,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2012,Greater New York Academy,336025,Woodside,Queens,11377,4,0,<4,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2011,Greater New York Academy,336025,Woodside,Queens,11377,<4,<4,0,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2010,Greater New York Academy,336025,Woodside,Queens,11377,<4,0,<4,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2017,Razi School,336026,Woodside,Queens,11377,<4,<4,0,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2015,Razi School,336026,Woodside,Queens,11377,<4,<4,0,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2013,Razi School,336026,Woodside,Queens,11377,<4,<4,0,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2012,Razi School,336026,Woodside,Queens,11377,<4,<4,0,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2011,Razi School,336026,Woodside,Queens,11377,<4,0,0,0,<4,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2010,Razi School,336026,Woodside,Queens,11377,<4,<4,0,0,0,"Woodside, NY 11377
(40.74547782900004, -73.90750630599996)"
Fall 2017,Martin Luther High School,336027,Maspeth,Queens,11378,4,<4,<4,0,<4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2016,Martin Luther High School,336027,Maspeth,Queens,11378,9,4,0,<4,4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2015,Martin Luther High School,336027,Maspeth,Queens,11378,4,<4,0,0,<4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2014,Martin Luther High School,336027,Maspeth,Queens,11378,7,<4,0,<4,<4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2013,Martin Luther High School,336027,Maspeth,Queens,11378,<4,<4,0,0,0,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2012,Martin Luther High School,336027,Maspeth,Queens,11378,<4,0,<4,<4,0,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2011,Martin Luther High School,336027,Maspeth,Queens,11378,4,0,<4,<4,<4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2010,Martin Luther High School,336027,Maspeth,Queens,11378,6,<4,<4,<4,<4,"Maspeth 113782712, NY
(40.72234094300006, -73.91542002199998)"
Fall 2017,Christ The King Regional High,333124,Middle Village,Queens,11379,29,15,5,4,5,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2016,Christ The King Regional High,333124,Middle Village,Queens,11379,24,6,5,5,8,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2015,Christ The King Regional Hs,333124,Middle Village,Queens,11379,24,4,5,4,11,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2014,Christ The King Regional Hs,333124,Middle Village,Queens,11379,34,8,5,5,16,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2013,Christ The King Regional Hs,333124,Middle Village,Queens,11379,21,6,5,<4,9,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2012,Christ The King Regional Hs,333124,Middle Village,Queens,11379,23,0,8,<4,13,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2011,Christ The King Regional Hs,333124,Middle Village,Queens,11379,28,8,4,<4,13,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2010,Christ The King Regional Hs,333124,Middle Village,Queens,11379,29,5,<4,5,16,"Middle Village, NY 11379
(40.71818685000005, -73.88479930699998)"
Fall 2017,Grover Cleveland High School,330735,Ridgewood,Queens,11385,10,<4,0,<4,6,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2016,Grover Cleveland High School,330735,Ridgewood,Queens,11385,13,<4,<4,<4,5,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2015,Grover Cleveland High School,330735,Ridgewood,Queens,11385,11,6,<4,0,4,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2014,Grover Cleveland High School,330735,Ridgewood,Queens,11385,6,<4,0,0,<4,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2013,Grover Cleveland High School,330735,Ridgewood,Queens,11385,8,<4,<4,<4,4,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2012,Grover Cleveland High School,330735,Ridgewood,Queens,11385,18,4,<4,<4,10,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2011,Grover Cleveland High School,330735,Ridgewood,Queens,11385,16,0,<4,<4,12,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2010,Grover Cleveland High School,330735,Ridgewood,Queens,11385,15,4,<4,0,8,"Ridgewood 113851234, NY
(40.71127123900004, -73.90864102699999)"
Fall 2017,Institute Health Profs-Cambria,331135,Cambria Heights,Queens,11411,9,<4,4,<4,<4,
Fall 2017,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2016,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,<4,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2015,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2014,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2013,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,<4,0,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2010,Andrew Jackson High School,331163,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2017,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,<4,0,0,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2016,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,<4,0,<4,0,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2015,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,7,0,0,0,7,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2014,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,4,0,0,0,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2013,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,4,0,0,0,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2012,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,<4,0,<4,<4,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2011,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,11,0,<4,0,10,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2010,Bus Comp Apps & Entrepreneursh,331164,Cambria Heights,Queens,11411,9,<4,<4,<4,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2017,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,9,0,<4,<4,6,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2016,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,15,<4,<4,<4,11,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2015,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,17,0,<4,<4,13,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2014,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,6,<4,<4,<4,<4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2013,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,12,0,0,<4,10,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2012,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,18,0,<4,5,12,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2011,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,10,0,<4,0,9,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2010,Humanities & Arts Magnet Schoo,331167,Cambria Heights,Queens,11411,4,0,<4,0,<4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2017,"Law, Government And Community",331168,Cambria Heights,Queens,11411,<4,0,0,<4,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2016,"Law, Government And Community",331168,Cambria Heights,Queens,11411,6,0,<4,4,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2015,"Law, Government And Community",331168,Cambria Heights,Queens,11411,6,0,0,<4,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2014,"Law, Government And Community",331168,Cambria Heights,Queens,11411,9,0,5,0,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2013,"Law, Government And Community",331168,Cambria Heights,Queens,11411,11,0,0,<4,9,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2012,"Law, Government And Community",331168,Cambria Heights,Queens,11411,5,0,0,<4,<4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2011,"Law, Government And Community",331168,Cambria Heights,Queens,11411,7,0,<4,0,4,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2010,"Law, Government And Community",331168,Cambria Heights,Queens,11411,9,<4,0,<4,5,"Cambria Heights 114111098, NY
(40.69721036200008, -73.74085030399993)"
Fall 2017,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,10,0,<4,<4,5,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2016,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,9,<4,<4,<4,4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2015,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,<4,0,<4,<4,0,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2014,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,11,<4,<4,<4,5,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2013,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,6,<4,<4,0,4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2012,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,7,<4,<4,0,4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2011,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,6,<4,<4,0,0,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2010,Math Science Research Tech Mag,331169,Cambria Heights,Queens,11411,6,<4,<4,0,<4,"Cambria Heights, NY 11411
(40.69553633600003, -73.73491834199996)"
Fall 2017,Pathways College Prep Academy,334857,St Albans,Queens,11412,11,<4,4,4,<4,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2016,Pathways College Prep Academy,334857,St Albans,Queens,11412,10,0,<4,<4,5,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
Fall 2015,Pathways College Prep Academy,334857,St Albans,Queens,11412,13,<4,6,0,6,"St Albans, NY 11412
(40.69813899400003, -73.76024972399995)"
