Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2017,Academy Of The Holy Names,330025,Albany,Albany,12208,8,<4,<4,0,<4,"Albany, NY 12208
(42.65587681300008, -73.79618726499996)"
Fall 2014,Albany High School,330041,Albany,Albany,12203,195,14,28,<4,151,"Albany, NY 12203
(42.68020884300006, -73.83225950099995)"
Fall 2011,Christian Brothers Academy,330050,Albany,Albany,12205,29,7,8,0,14,"Albany, NY 12205
(42.71467777200007, -73.82180976199999)"
Fall 2014,Neil Hellman School,330066,Albany,Albany,12208,<4,0,0,0,<4,"Albany, NY 12208
(42.65587681300008, -73.79618726499996)"
Fall 2012,Berne - Knox - Westerlo Hs,330415,Berne,Albany,12023,45,4,7,10,24,"Berne 120239702, NY
(42.62505137200003, -74.13924865699994)"
Fall 2016,Heatly Jr - Sr High School,332180,Green Island,Albany,12183,8,<4,0,0,7,"Green Island 121831293, NY
(42.74610017800006, -73.69016094299997)"
Fall 2015,Loudonville Christian School,332923,Loudonville,Albany,12211,7,<4,0,0,6,"Loudonville, NY 12211
(42.70560974600005, -73.76847916499997)"
Fall 2014,Tech Valley High School,334898,Albany,Albany,12203,12,0,0,<4,11,"Albany, NY 12203
(42.68020884300006, -73.83225950099995)"
Fall 2011,Watervliet Jr - Sr High School,335830,Watervliet,Albany,12189,57,0,<4,<4,53,"Watervliet, NY 12189
(42.72864696500005, -73.71175946299996)"
Fall 2017,Belfast Central School,330375,Belfast,Allegany,14711,11,<4,<4,6,<4,"Belfast, NY 14711
(42.335519557000055, -78.12156637499999)"
Fall 2015,Canaseraga High School,331200,Canaseraga,Allegany,14822,8,0,0,<4,5,"Canaseraga, NY 14822
(42.437818367000034, -77.82151767499994)"
Fall 2013,Friendship Central School,332015,Friendship,Allegany,14739,12,0,<4,4,7,"Friendship, NY 14739
(42.18809786500003, -78.14489905499994)"
Fall 2015,Wellsville High School,335870,Wellsville,Allegany,14895,53,<4,6,22,23,"Wellsville, NY 14895
(42.10303569300004, -77.93931946399994)"
Fall 2017,Bronxdale High School,330471,Bronx,Bronx,10469,9,<4,<4,0,5,"Bronx, NY 10469
(40.868228, -73.8465949999999)"
Fall 2015,Bronx Arena High School,330483,Bronx,Bronx,10473,<4,0,<4,0,0,"Bronx, NY 10473
(40.8178259999999, -73.8621839999999)"
Fall 2017,New World High School,330494,Bronx,Bronx,10466,5,<4,4,0,0,"Bronx, NY 10466
(40.89075743300003, -73.85130800499996)"
Fall 2013,Millennium Art Academy,330503,Bronx,Bronx,10473,6,0,0,<4,5,"Bronx, NY 10473
(40.81940809800005, -73.86077577199995)"
Fall 2012,Fannie Lou Hamer Freedom  H S,330515,Bronx,Bronx,10460,8,<4,<4,<4,<4,"Bronx, NY 10460
(40.84056827500007, -73.87980689599993)"
Fall 2012,Banana Kelly High School,330521,Bronx,Bronx,10459,16,<4,4,5,6,"Bronx, NY 10459
(40.825226060000034, -73.89394988899994)"
Fall 2010,Health Opportunities Hs,330527,Bronx,Bronx,10451,7,0,5,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2017,Foreign Language Academy Of Gl,330534,Bronx,Bronx,10455,<4,0,<4,0,<4,"Bronx, NY 10455
(40.815028332000054, -73.90788866599996)"
Fall 2013,Hostos - Lincoln Academy,330546,Bronx,Bronx,10451,8,<4,4,<4,0,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Trhs Jrotc Optional Academy,330554,Bronx,Bronx,10458,<4,0,0,0,<4,"Bronx, NY 10458
(40.863157958000045, -73.88948756799994)"
Fall 2010,Marble Hill School For Interna,330562,Bronx,Bronx,10463,6,<4,<4,<4,<4,"Bronx, NY 10463
(40.88129835600006, -73.90591603399997)"
Fall 2015,Belmont Preparatory Hs,330584,Bronx,Bronx,10458,<4,<4,0,<4,0,"Bronx, NY 10458
(40.863157958000045, -73.88948756799994)"
Fall 2013,Fordham Hs For The Arts,330591,Bronx,Bronx,10458,6,0,<4,<4,<4,"Bronx, NY 10458
(40.863157958000045, -73.88948756799994)"
Fall 2011,Hs For Medical Science,330599,Bronx,Bronx,10457,6,0,4,0,<4,"Bronx, NY 10457
(40.847528974000056, -73.89994599599999)"
Fall 2017,Bronx Academy High School,330605,Bronx,Bronx,10473,<4,0,0,0,<4,"Bronx, NY 10473
(40.81940809800005, -73.86077577199995)"
Fall 2014,Bronx Theatre High School,330608,Bronx,Bronx,10463,12,<4,5,0,6,"Bronx, NY 10463
(40.88129835600006, -73.90591603399997)"
Fall 2012,Urban Assembly School,330612,Bronx,Bronx,10451,13,<4,<4,6,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2015,New Explorers High School,330617,Bronx,Bronx,10451,7,0,<4,<4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,In - Tech Academy,330649,Bronx,Bronx,10463,22,<4,11,<4,7,"Bronx, NY 10463
(40.88129835600006, -73.90591603399997)"
Fall 2011,Gateway School Of Envrn Rsch &,330671,Bronx,Bronx,10473,4,0,0,<4,<4,"Bronx, NY 10473
(40.81940809800005, -73.86077577199995)"
Fall 2013,Renaissance Hs Of Music & Tech,330681,Bronx,Bronx,10461,6,0,<4,<4,<4,"Bronx, NY 10461
(40.845538961000045, -73.84095820199997)"
Fall 2011,Bronx School Of Law And Financ,330702,Bronx,Bronx,10463,10,<4,<4,<4,<4,"Bronx, NY 10463
(40.88129835600006, -73.90591603399997)"
Fall 2013,Providing Urban Learners Succe,330722,Bronx,Bronx,10457,<4,0,0,0,<4,"Bronx, NY 10457
(40.847528974000056, -73.89994599599999)"
Fall 2013,West Bronx Academy For The Fut,330762,Bronx,Bronx,10458,10,<4,4,<4,<4,"Bronx, NY 10458
(40.863157958000045, -73.88948756799994)"
Fall 2011,Peace & Diversity Academy,330802,Bronx,Bronx,10459,<4,0,0,0,<4,"Bronx, NY 10459
(40.825226060000034, -73.89394988899994)"
Fall 2017,Bronx Center For Sci & Math,330821,Bronx,Bronx,10456,9,<4,5,<4,0,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2013,Theatre Arts Production Co  H,330838,Bronx,Bronx,10457,12,0,4,4,4,"Bronx, NY 10457
(40.847528974000056, -73.89994599599999)"
Fall 2010,International Community  H S,330844,Bronx,Bronx,10454,<4,0,0,0,<4,"Bronx, NY 10454
(40.80733767300006, -73.91856868999997)"
Fall 2011,The Urban Assembly Academy For,330907,Bronx,Bronx,10457,7,<4,<4,<4,<4,"Bronx, NY 10457
(40.847528974000056, -73.89994599599999)"
Fall 2015,Urban Assembly School Of Appli,330953,Bronx,Bronx,10457,21,<4,9,<4,7,"Bronx 104578242, NY
(40.839000413000065, -73.90152096499997)"
Fall 2011,Jill Chaifetz Transfer  H S,330963,Bronx,Bronx,10456,<4,0,0,<4,<4,"Bronx, NY 10456
(40.83074856200005, -73.90959625299996)"
Fall 2017,Kingsbridge International  H S,330981,Bronx,Bronx,10468,9,0,<4,4,<4,"Bronx, NY 10468
(40.86621684200003, -73.90017628199996)"
Fall 2017,N Y C  Charter H S For Archite,331036,Bronx,Bronx,10451,16,<4,8,4,<4,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2013,Bronx Early College Academy,331063,Bronx,Bronx,10456,7,<4,5,<4,0,"Bronx 104566201, NY
(40.82851077000004, -73.91735065399996)"
Fall 2013,Bronx Studio Writers & Artists,331077,Bronx,Bronx,10459,8,0,4,<4,<4,"Bronx 104594402, NY
(40.820411077000074, -73.89323082299995)"
Fall 2016,New Visions Chrt Humanities I,331113,Bronx,Bronx,10455,19,0,11,6,<4,"Bronx, NY 10455
(40.8135339999999, -73.905389)"
Fall 2015,Academy Of Mount Saint Ursula,333390,Bronx,Bronx,10458,8,0,6,0,<4,"Bronx 104582493, NY
(40.86920092500003, -73.88492076599994)"
Fall 2013,Aquinas High School,333420,Bronx,Bronx,10457,24,5,9,6,4,"Bronx 104571801, NY
(40.85102111800006, -73.88787086099995)"
Fall 2011,Cardinal Hayes High School,333510,Bronx,Bronx,10451,37,4,10,8,15,"Bronx, NY 10451
(40.82152846100007, -73.92095844299996)"
Fall 2014,De Witt Clinton High School,333590,Bronx,Bronx,10468,87,14,15,17,41,"Bronx 104681001, NY
(40.87922004700005, -73.88582073099997)"
Fall 2011,Fordham Preparatory School,333635,Bronx,Bronx,10458,25,10,8,<4,6,"Bronx 104585175, NY
(40.82600083600005, -73.92308766699995)"
Fall 2010,John F Kennedy High School,333719,Bronx,Bronx,10463,32,<4,0,11,19,"Bronx, NY 10463
(40.88129835600006, -73.90591603399997)"
Fall 2015,Morris Hs / School For Excelle,333825,Bronx,Bronx,10456,<4,0,0,0,<4,"Bronx 104565390, NY
(40.82757097100006, -73.90446110199997)"
Fall 2011,Our Saviour Lutheran High Sch,333873,Bronx,Bronx,10461,5,0,0,0,5,"Bronx 104616202, NY
(40.848061064000035, -73.84965032099996)"
Fall 2016,Saint Catharine Academy,333965,Bronx,Bronx,10469,34,11,4,<4,17,"Bronx 104694891, NY
(40.858930361000034, -73.85698074799996)"
Fall 2015,Saint Raymond Acad For Girls,334008,Bronx,Bronx,10462,15,7,5,0,<4,"Bronx 104626399, NY
(40.84236003600006, -73.85395098799995)"
Fall 2012,Theodore Roosevelt Hs Campus,334085,Bronx,Bronx,10458,<4,0,0,0,<4,"Bronx, NY 10458
(40.863157958000045, -73.88948756799994)"
Fall 2015,Chenango Valley High School,330426,Binghamton,Broome,13901,79,<4,7,4,65,"Binghamton, NY 13901
(42.13255566000004, -75.89490747699995)"
Fall 2016,Susquehanna Valley High School,331463,Conklin,Broome,13748,77,<4,5,4,65,"Conklin, NY 13748
(42.05088693700003, -75.81640626199999)"
Fall 2015,Maine - Endwell Senior Hs,331853,Endwell,Broome,13760,89,11,8,<4,67,"Endwell 137601198, NY
(42.126570181000034, -76.02381089699998)"
Fall 2013,Vestal  High School,335730,Vestal,Broome,13850,175,32,21,4,118,"Vestal, NY 13850
(42.07937713800004, -76.01834908299998)"
Fall 2011,Windsor Central High School,336000,Windsor,Broome,13865,93,4,4,4,81,"Windsor 138659242, NY
(42.073970221000025, -75.64093667999998)"
Fall 2010,Ellicottville Central School,331805,Ellicottville,Cattaraugus,14731,25,<4,5,<4,15,"Ellicottville 147319719, NY
(42.253430508000065, -78.64977049499998)"
Fall 2014,Cattaraugus-Little Valley Cent,332845,Cattaraugus,Cattaraugus,14719,<4,0,0,<4,0,"Cattaraugus, NY 14719
(42.33367727500007, -78.86852930599997)"
Fall 2012,Portville Central School,334600,Portville,Cattaraugus,14770,36,0,9,6,21,"Portville, NY 14770
(42.03891644700008, -78.30853630699994)"
Fall 2017,West Valley Central  H S,335920,West Valley,Cattaraugus,14171,13,<4,4,<4,7,"West Valley, NY 14171
(42.42402731900006, -78.63634959199999)"
Fall 2010,Cato - Meridian High School,331260,Cato,Cayuga,13033,26,<4,4,<4,18,"Cato, NY 13033
(43.18320840500007, -76.56267833699997)"
Fall 2010,Dana L. West High School,334570,Port Byron,Cayuga,13140,39,<4,4,<4,31,"Port Byron, NY 13140
(43.050807398000074, -76.64788823999999)"
Fall 2013,Chautauqua Lake Central School,331335,Mayville,Chautauqua,14757,<4,0,0,<4,<4,"Mayville, NY 14757
(42.258484, -79.508999)"
Fall 2011,Falconer Middle Senior Hs,331875,Falconer,Chautauqua,14733,53,<4,9,6,36,"Falconer, NY 14733
(42.12361798400008, -79.19301866099994)"
Fall 2010,Frewsburg Central School,332010,Frewsburg,Chautauqua,14738,50,<4,<4,4,44,"Frewsburg 147380690, NY
(42.052661767000075, -79.16063704599998)"
Fall 2011,Southwestern Central High Sch,332610,Jamestown,Chautauqua,14701,56,0,10,<4,45,"Jamestown, NY 14701
(42.094897497000034, -79.24342941499998)"
Fall 2016,Sherman Central School,335185,Sherman,Chautauqua,14781,15,0,<4,4,10,"Sherman, NY 14781
(42.15991616000008, -79.59523581999997)"
Fall 2014,Pine Valley Junior / Senior  H,335260,South Dayton,Chautauqua,14138,21,0,0,<4,19,"South Dayton 141389699, NY
(42.36141427700005, -79.05054707499994)"
Fall 2011,Twin Tiers Christian Academy,330487,Breesport,Chemung,14816,4,0,0,0,4,"Breesport, NY 14816
(42.17789579300006, -76.73467972499998)"
Fall 2015,Elmira High School,331830,Elmira,Chemung,14904,23,6,11,<4,4,"Elmira 149042334, NY
(42.07181043500003, -76.79955031299994)"
Fall 2011,Greene Central School,332175,Greene,Chenango,13778,57,<4,<4,6,47,"Greene 137781281, NY
(42.33013049900006, -75.77145077199998)"
Fall 2017,Otselic Valley Jr - Sr  High S,335285,South Otselic,Chenango,13155,12,0,<4,9,<4,"South Otselic 131550161, NY
(42.64722230000007, -75.78034633599998)"
Fall 2016,Chazy Central Rural School,331340,Chazy,Clinton,12921,23,<4,8,<4,11,"Chazy, NY 12921
(44.88761936800006, -73.42751789299996)"
Fall 2015,Urban Asmbly Sch Green Careers,333908,New York,Clinton,10024,8,<4,5,<4,0,"New York 100244614, NY
(40.78576052600005, -73.97439081099998)"
Fall 2013,Seton Catholic Central,334545,Plattsburgh,Clinton,12903,12,4,<4,<4,4,"Plattsburgh, NY 12903
(44.65247636000004, -73.46408980499996)"
Fall 2012,Germantown Central School,332080,Germantown,Columbia,12526,24,<4,4,<4,16,"Germantown 125265326, NY
(42.13346120600005, -73.88946042699996)"
Fall 2016,New Lebanon Jr Sr High School,332785,New Lebanon,Columbia,12125,21,<4,<4,<4,16,"New Lebanon, NY 12125
(42.472026595000045, -73.40079610899994)"
Fall 2013,Ichabod Crane High School,335705,Valatie,Columbia,12184,68,6,9,<4,50,"Valatie 121840137, NY
(42.41338058500003, -73.67734913999993)"
Fall 2017,Cortland Jr - Sr  High School,331525,Cortland,Cortland,13045,95,4,24,7,60,"Cortland 130453296, NY
(42.58841073100007, -76.17879048799995)"
Fall 2014,Marathon Christian Academy,333036,Marathon,Cortland,13803,<4,0,0,0,<4,"Marathon, NY 13803
(42.4614279999999, -76.068314)"
Fall 2016,Charlotte Valley Central Schoo,331580,Davenport,Delaware,13750,12,<4,<4,8,0,"Davenport, NY 13750
(42.475798060000045, -74.83046802899997)"
Fall 2014,Franklin Central School,331980,Franklin,Delaware,13775,12,0,<4,5,6,"Franklin 137750888, NY
(42.34168406300006, -75.16704698999996)"
Fall 2010,Margaretville Central School,333045,Margaretville,Delaware,12455,22,<4,5,8,7,"Margaretville 124550319, NY
(42.148414212000034, -74.64842866599997)"
Fall 2016,Stamford Central School,335330,Stamford,Delaware,12167,11,0,<4,7,<4,"Stamford 121671098, NY
(42.41074030100003, -74.62063099699998)"
Fall 2017,Webutuck High School,330150,Amenia,Dutchess,12501,21,<4,<4,<4,16,"Amenia 125010405, NY
(41.84954014700003, -73.55681611499995)"
Fall 2015,Dover Jr - Sr High School,331645,Dover Plains,Dutchess,12522,51,<4,<4,<4,45,"Dover Plains, NY 12522
(41.729625920000046, -73.57991896099998)"
Fall 2010,Franklin D Roosevelt Hs,332500,Hyde Park,Dutchess,12538,164,6,17,9,132,"Hyde Park, NY 12538
(41.786949578000076, -73.91236836699994)"
Fall 2010,Pawling High School,334435,Pawling,Dutchess,12564,60,<4,11,<4,43,"Pawling, NY 12564
(41.57115922500003, -73.59315819299997)"
Fall 2014,Dutchess B O C E S Career & Te,334622,Poughkeepsie,Dutchess,12601,<4,0,0,<4,0,"Poughkeepsie, NY 12601
(41.640216, -73.926135)"
Fall 2015,Faith Christian Academy,334628,Poughkeepsie,Dutchess,12601,7,0,<4,0,6,"Poughkeepsie, NY 12601
(41.70015809300003, -73.92071946799996)"
Fall 2017,Orchard View Alternative H S,335768,Hopewell Junctio,Dutchess,12533,10,<4,0,0,9,"Wappingers Falls, NY 12590
(41.58909975200004, -73.89881629499996)"
Fall 2017,Akron Central School,330020,Akron,Erie,14001,50,<4,8,9,30,"Akron, NY 14001
(43.01986661300003, -78.50873677999994)"
Fall 2016,Saint Francis High School,330230,Hamburg,Erie,14075,40,7,16,<4,14,"Athol Springs, NY 14010
(42.77252717500005, -78.86454928099994)"
Fall 2010,Buffalo Alternative Hs,330985,Buffalo,Erie,14201,<4,0,0,0,<4,"Buffalo, NY 14201
(42.897246213000074, -78.88325887399998)"
Fall 2017,Buffalo Seminary,330990,Buffalo,Erie,14222,10,8,<4,0,0,"Buffalo 142229904, NY
(42.88544307300003, -78.87845675099999)"
Fall 2015,Canisius High School,331000,Buffalo,Erie,14209,52,34,13,<4,4,"Buffalo 142091494, NY
(42.91612027600007, -78.86906092099997)"
Fall 2016,Cheektowaga Central High Schoo,331005,Cheektowaga,Erie,14225,75,9,18,<4,45,"Cheektowaga 142255170, NY
(42.91263119700005, -78.75430096499997)"
Fall 2011,International Prep At Grover,331020,Buffalo,Erie,14204,23,0,<4,<4,21,"Buffalo 142041756, NY
(42.883440189000055, -78.86319060499994)"
Fall 2012,Kensington High School,331045,Buffalo,Erie,14215,9,0,0,0,9,"Buffalo, NY 14215
(42.93444815000004, -78.80936771099994)"
Fall 2010,Bennett High School,331055,Buffalo,Erie,14214,56,<4,5,<4,48,"Buffalo, NY 14214
(42.941217669000025, -78.83697587599994)"
Fall 2016,Nardin Academy,331075,Buffalo,Erie,14222,18,7,9,<4,<4,"Buffalo 142221699, NY
(42.91755051200005, -78.87359062499996)"
Fall 2015,Tapestry Charter High School,331087,Buffalo,Erie,14216,39,<4,22,<4,15,"Buffalo, NY 14216
(42.95022921000003, -78.86053884099994)"
Fall 2011,Riverside High School,331090,Buffalo,Erie,14207,37,0,6,0,31,"Buffalo, NY 14207
(42.94874756300004, -78.89753656199997)"
Fall 2012,Stanley Falk School,331111,Buffalo,Erie,14223,<4,0,0,0,<4,"Buffalo, NY 14223
(42.97241915300003, -78.84606997199995)"
Fall 2015,Frederick Law Olmsted School,331121,Buffalo,Erie,14215,34,11,14,<4,6,"Buffalo, NY 14215
(42.93444815000004, -78.80936771099994)"
Fall 2014,West Seneca West Sr High Sch,331130,West Seneca,Erie,14224,166,25,46,5,90,"West Seneca 142242799, NY
(42.83440014300004, -78.77474002299994)"
Fall 2016,Clarence High School,331385,Clarence,Erie,14031,163,52,40,<4,69,"Clarence 140312083, NY
(42.97292019300005, -78.63243090499998)"
Fall 2011,East Aurora High School,331685,East Aurora,Erie,14052,66,9,25,<4,29,"East Aurora 140523098, NY
(42.735741235000035, -78.62299059899993)"
Fall 2010,Iroquois  High School,331810,Elma,Erie,14059,132,23,38,6,65,"Elma 140590032, NY
(42.84884125800005, -78.64054717999994)"
Fall 2011,Randolph Academy -- Hamburg Ca,332233,Hamburg,Erie,14075,<4,0,0,0,<4,"Hamburg, NY 14075
(42.715636, -78.8347349999999)"
Fall 2010,Kenmore West Sr High School,332670,Buffalo,Erie,14223,162,30,56,<4,75,"Buffalo 142231399, NY
(42.97437034600006, -78.86504032699997)"
Fall 2017,Lancaster Central High School,332765,Lancaster,Erie,14086,204,54,69,10,71,"Lancaster 140861199, NY
(42.92846088600004, -78.67215014299995)"
Fall 2015,Amherst Christian Academy,334225,Amherst,Erie,14228,<4,0,0,0,<4,"Amherst, NY 14228
(43.025775821000025, -78.79916998299996)"
Fall 2017,The Park School,335230,Snyder,Erie,14226,10,<4,<4,<4,6,"Snyder 142263846, NY
(42.967880136000076, -78.78386042299996)"
Fall 2015,Cardinal O' Hara High School,335576,Tonawanda,Erie,14150,27,4,7,0,16,"Tonawanda 141506298, NY
(42.99952084300003, -78.86361009099994)"
Fall 2016,Center Road Christian Academy,335917,West Seneca,Erie,14224,<4,0,0,0,<4,"West Seneca, NY 14224
(42.83612936600008, -78.75092738699993)"
Fall 2017,Williamsville High Sch South,335982,Williamsville,Erie,14221,116,37,34,<4,42,"Williamsville 142218299, NY
(42.96501095000008, -78.73195119099995)"
Fall 2013,Keene Central School,332655,Keene Valley,Essex,12943,5,0,4,0,<4,"Keene Valley 129430067, NY
(44.19595074500006, -73.78643881899995)"
Fall 2010,National Sports Academy Lake P,332761,Lake Placid,Essex,12946,<4,0,<4,0,0,"Lake Placid, NY 12946
(44.28056995900005, -73.98305726099994)"
Fall 2011,Mountainside Christian Academy,335133,Schroon Lake,Essex,12870,<4,0,0,0,<4,"12870 Schroon
Lake, NY
(43.8641969999999, -73.774619)"
Fall 2017,Willsboro Central High School,335985,Willsboro,Essex,12996,9,<4,<4,<4,4,"Willsboro, NY 12996
(44.37232778500004, -73.40172594099994)"
Fall 2017,Chateaugay Central School,331320,Chateaugay,Franklin,12920,31,<4,<4,6,21,"Chateaugay, NY 12920
(44.90739783300006, -74.06186697099997)"
Fall 2015,Saint Regis Falls Central Scho,335015,St. Regis Falls,Franklin,12980,7,0,5,<4,<4,"St. Regis Falls 129800309, NY
(44.67299246700003, -74.54632769699998)"
Fall 2012,Johnstown High School,332635,Johnstown,Fulton,12095,90,0,10,5,75,"Johnstown 120952099, NY
(43.01024076700003, -74.38171061099996)"
Fall 2010,Oppenheim - Ephratah Central S,334999,Saint Johnsville,Fulton,13452,15,0,0,0,15,"13452 Saint
Johnsville, NY
(43.0206, -74.6105199999999)"
Fall 2016,Notre Dame High School,330335,Batavia,Genesee,14020,20,<4,<4,<4,16,"Batavia, NY 14020
(42.999397292000026, -78.18794936899997)"
Fall 2014,Elba Central School,331775,Elba,Genesee,14058,19,0,0,6,13,"Elba 140580370, NY
(43.08195387100005, -78.18631657299994)"
Fall 2012,Pavilion Central School,334430,Pavilion,Genesee,14525,48,<4,11,9,27,"Pavilion, NY 14525
(42.88443713700008, -78.01582632099996)"
Fall 2010,Catskill Senior High School,331265,Catskill,Greene,12414,59,<4,6,7,45,"Catskill, NY 12414
(42.22053767700004, -73.90117997799996)"
Fall 2015,Hunter - Tannersville Central,335535,Tannersville,Greene,12485,11,0,4,<4,4,"Tannersville, NY 12485
(42.208475941000074, -74.14344879499998)"
Fall 2013,Indian Lake Central School,332510,Indian Lake,Hamilton,12842,8,0,<4,<4,5,"Indian Lake, NY 12842
(43.76268875400007, -74.27804837499997)"
Fall 2017,Dolgeville High School,331640,Dolgeville,Herkimer,13329,38,<4,0,<4,35,"Dolgeville, NY 13329
(43.10738805900007, -74.76068724099997)"
Fall 2015,Central Valley Academy,332505,Ilion,Herkimer,13357,45,<4,8,6,30,"Ilion 133572298, NY
(43.01774398300006, -75.04089898999996)"
Fall 2012,West Canada Valley  M S  -  Sr,333125,Newport,Herkimer,13416,44,<4,<4,<4,37,"Newport 134160360, NY
(43.190581192000025, -75.01806564599997)"
Fall 2010,Poland Central School,334565,Poland,Herkimer,13431,21,<4,0,5,15,"Poland, NY 13431
(43.20273920500006, -75.07259780599998)"
Fall 2016,South Jefferson Central School,330005,Adams,Jefferson,13605,71,7,9,4,51,"Adams 136050010, NY
(43.76525109500005, -76.00255029399995)"
Fall 2014,Carthage Central High School,331250,Carthage,Jefferson,13619,91,4,8,9,70,"Carthage 136199599, NY
(43.98814014000004, -75.64414108499994)"
Fall 2012,General Brown Junior / Senior,331625,Dexter,Jefferson,13634,74,<4,5,<4,66,"Dexter 136343001, NY
(44.01123054900006, -76.01901107899994)"
Fall 2010,Sackets Harbor Central School,334975,Sackets Harbor,Jefferson,13685,18,0,<4,<4,16,"Sackets Harbor, NY 13685
(43.93953916700008, -76.10076949199998)"
Fall 2016,Young Womens Leadership School,330463,Brooklyn,Kings,11206,15,<4,11,<4,0,"Brooklyn, NY 11206
(40.7019299999999, -73.9423259999999)"
Fall 2017,Al-Madinah School,330502,Brooklyn,Kings,11215,<4,<4,0,0,0,"Brooklyn, NY 11215
(40.6656029999999, -73.979781)"
Fall 2010,Adelphi Academy,330555,Brooklyn,Kings,11209,<4,<4,0,0,0,"Brooklyn 112094394, NY
(40.624811038000075, -74.03338027199999)"
Fall 2014,Berkeley Carroll School,330575,Brooklyn,Kings,11217,<4,<4,<4,0,0,"Brooklyn, NY 11217
(40.68197991900007, -73.97846893599996)"
Fall 2012,Brooklyn International Hs,330581,Brooklyn,Kings,11201,<4,0,0,<4,0,"Brooklyn, NY 11201
(40.6947389999999, -73.989879)"
Fall 2016,Boys And Girls High School,330595,Brooklyn,Kings,11213,10,0,<4,0,9,"Brooklyn, NY 11213
(40.67089581000005, -73.93587919199996)"
Fall 2013,Brooklyn Comprhnsive Night H S,330601,Brooklyn,Kings,11210,<4,0,0,0,<4,"Brooklyn, NY 11210
(40.6277019999999, -73.946543)"
Fall 2010,Star Early College School At E,330619,Brooklyn,Kings,11226,8,4,<4,<4,<4,"Brooklyn, NY 11226
(40.647828176000075, -73.95750862899996)"
Fall 2015,Brooklyn School For Music & Th,330627,Brooklyn,Kings,11225,8,<4,4,<4,<4,"Brooklyn, NY 11225
(40.66328770500007, -73.95387620499997)"
Fall 2013,Brooklyn Technical High School,330630,Brooklyn,Kings,11217,230,185,32,5,8,"Brooklyn, NY 11217
(40.68197991900007, -73.97846893599996)"
Fall 2016,Canarsie High School,330638,Brooklyn,Kings,11236,<4,0,0,0,<4,"Brooklyn, NY 11236
(40.64134977300006, -73.90333944599996)"
Fall 2011,All City Leadership Secondary,330642,Brooklyn,Kings,11237,9,<4,4,<4,<4,"Brooklyn, NY 11237
(40.700298462000035, -73.91738684799998)"
Fall 2016,Frederick Douglass Academy I V,330646,Brooklyn,Kings,11221,<4,0,0,0,<4,"Brooklyn, NY 11221
(40.690978425000026, -73.92820591199995)"
Fall 2017,Brooklyn Collegiate: A College,330667,Brooklyn,Kings,11233,19,<4,<4,6,8,"Brooklyn, NY 11233
(40.67794775400006, -73.91960714599998)"
Fall 2017,East New York Family Academy,330678,Brooklyn,Kings,11207,5,<4,<4,<4,0,"Brooklyn, NY 11207
(40.670609040000045, -73.89524904499996)"
Fall 2011,E B C High School Bushwick,330685,Brooklyn,Kings,11221,8,4,<4,0,<4,"Brooklyn, NY 11221
(40.690978425000026, -73.92820591199995)"
Fall 2016,Erasmus Hall Campus,330691,Brooklyn,Kings,11226,<4,0,<4,0,<4,"Brooklyn, NY 11226
(40.647828176000075, -73.95750862899996)"
Fall 2012,Lillian L Rashkis H S P371 K,330699,Brooklyn,Kings,11232,<4,0,0,0,<4,"Brooklyn, NY 11232
(40.6544969999999, -74.000049)"
Fall 2015,World Academy For Total Commun,330709,Brooklyn,Kings,11207,7,<4,<4,4,<4,"Brooklyn, NY 11207
(40.670609040000045, -73.89524904499996)"
Fall 2014,Franklin D Roosevelt  H S,330713,Brooklyn,Kings,11204,30,16,6,5,<4,"Brooklyn 112042021, NY
(40.620331125000064, -73.98198014999997)"
Fall 2016,George Westinghouse  H S,330720,Brooklyn,Kings,11201,8,0,<4,<4,4,"Brooklyn, NY 11201
(40.693876544000034, -73.99113897199999)"
Fall 2012,Academy Of Hospitality & Touri,330726,Brooklyn,Kings,11226,6,0,4,<4,0,"Brooklyn, NY 11226
(40.647828176000075, -73.95750862899996)"
Fall 2013,The School For Legal Studies,330737,Brooklyn,Kings,11211,10,<4,6,<4,<4,"Brooklyn, NY 11211
(40.711777967000046, -73.95280733299995)"
Fall 2017,James Madison High School,330745,Brooklyn,Kings,11229,58,26,20,4,8,"Brooklyn, NY 11229
(40.60203616300004, -73.94847970799998)"
Fall 2015,The H S  For Global Citizenshi,330749,Brooklyn,Kings,11225,4,0,4,0,0,"Brooklyn, NY 11225
(40.66328770500007, -73.95387620499997)"
Fall 2012,Magen David Yeshivah Hs,330757,Brooklyn,Kings,11214,7,0,0,0,7,"Brooklyn 112141507, NY
(40.60616070900005, -73.98934045099998)"
Fall 2017,Nazareth Regional High School,330778,Brooklyn,Kings,11203,16,<4,7,<4,5,"Brooklyn 112036098, NY
(40.64341033100004, -73.92261103499999)"
